,Ask_rate,Accuracy,cnt_over_thres
700,30.522945570971185,88.85,286
701,53.04162219850587,93.04,497
702,55.92315901814301,90.5,524
703,57.31056563500534,93.25,537
704,50.80042689434365,92.02,476
705,55.069370330843114,92.29,516
706,27.42796157950907,56.19,257
707,29.242262540021343,86.56,274
708,55.60298826040555,92.77,521
709,43.32977588046958,90.12,406
710,55.49626467449306,93.4,520
711,32.97758804695838,89.16,309
712,32.87086446104589,89.07,308
713,56.45677694770544,93.36,529
714,29.882604055496266,80.0,280
715,46.744930629669156,92.24,438
716,51.65421558164354,92.73,484
717,57.6307363927428,91.86,540
718,26.360725720384206,90.17,247
719,55.81643543223052,90.57,523
720,40.34151547491996,89.59,378
721,57.84418356456777,92.45,542
722,44.18356456776948,79.63,414
723,54.108858057630734,91.44,507
724,31.056563500533617,89.85,291
725,29.989327641408753,91.16,281
726,57.31056563500534,91.29,537
727,30.73639274279616,49.79,288
728,55.069370330843114,92.17,516
729,25.82710779082177,89.87,242
730,46.53148345784418,91.83,436
731,27.534685165421557,79.36,258
732,26.680896478121664,88.56,250
733,47.705442902881536,92.8,447
734,59.55176093916756,92.09,558
735,44.61045891141942,92.8,418
736,30.416221985058698,88.58,285
737,31.27001067235859,81.33,293
738,28.601921024546424,91.03,268
739,58.3778014941302,91.36,547
740,44.29028815368196,92.07,415
741,56.029882604055494,92.61,525
742,31.69690501600854,19.52,297
743,49.6264674493063,92.16,465
744,55.49626467449306,92.96,520
745,54.108858057630734,92.97,507
746,51.974386339381006,91.75,487
747,28.068303094983992,89.18,263
748,49.092849519743865,92.56,460
749,59.018143009605126,91.71,553
750,42.3692636072572,91.48,397
751,51.33404482390608,92.87,481
752,53.788687299893276,91.25,504
753,53.5752401280683,92.05,502
754,53.68196371398079,90.94,503
755,56.029882604055494,92.09,525
756,46.10458911419423,92.11,432
757,61.04589114194237,93.02,572
758,38.84738527214515,87.28,364
759,51.974386339381006,92.74,487
760,57.20384204909285,92.4,536
761,50.58697972251868,91.55,474
762,56.029882604055494,92.96,525
763,40.981856990394874,90.93,384
764,30.096051227321237,87.35,282
765,56.563500533617926,91.61,530
766,32.55069370330843,88.97,305
767,53.89541088580577,90.72,505
768,54.32230522945571,91.19,509
769,51.2273212379936,91.8,480
770,49.51974386339381,89.71,464
771,31.91035218783351,91.68,299
772,60.51227321237994,93.49,567
773,19.957310565635005,80.76,187
774,22.73212379935966,80.8,213
775,50.3735325506937,92.7,472
776,29.455709711846318,91.39,276
777,28.8153681963714,87.11,270
778,51.33404482390608,91.8,481
779,45.14407684098186,90.77,423
780,50.053361792956245,91.84,469
781,27.107790821771612,91.8,254
782,54.00213447171825,91.29,506
783,52.50800426894344,90.07,492
784,56.45677694770544,93.06,529
785,57.20384204909285,92.33,536
786,41.19530416221985,92.3,386
787,55.28281750266809,93.28,518
788,40.661686232657416,90.1,381
789,34.898612593383135,77.51,327
790,37.03308431163287,90.66,347
791,51.76093916755603,92.3,485
792,56.563500533617926,92.83,530
793,50.26680896478122,94.22,471
794,49.51974386339381,90.4,464
795,38.740661686232656,90.9,363
796,54.64247598719317,93.61,512
797,53.14834578441835,91.78,498
798,49.73319103521878,92.84,466
799,50.69370330843116,91.4,475
800,48.34578441835646,90.18,453
801,42.26254002134472,91.15,396
802,18.890074706510138,77.44,177
803,62.753468516542156,90.57,588
804,54.32230522945571,91.62,509
805,60.93916755602988,92.03,571
806,30.73639274279616,83.45,288
807,54.749199573105656,92.24,513
808,39.167556029882604,88.3,367
809,38.84738527214515,89.99,364
810,55.60298826040555,90.6,521
811,59.44503735325507,92.07,557
812,29.989327641408753,79.07,281
813,53.46851654215582,93.26,501
814,31.056563500533617,78.74,291
815,52.61472785485592,92.9,493
816,30.416221985058698,89.56,285
817,38.207043756670224,91.86,358
818,59.44503735325507,92.61,557
819,26.040554962646745,84.51,244
820,58.80469583778015,93.76,551
821,34.3649946638207,75.7,322
822,56.24332977588047,92.8,527
823,29.882604055496266,72.17,280
824,29.455709711846318,90.83,276
825,44.29028815368196,90.93,415
826,28.38847385272145,65.76,266
827,52.294557097118464,93.45,490
828,25.6136606189968,20.33,240
829,31.69690501600854,81.39,297
830,58.59124866595518,92.42,549
831,31.056563500533617,86.2,291
832,22.73212379935966,87.88,213
833,32.23052294557097,88.17,302
834,51.65421558164354,93.37,484
835,55.49626467449306,90.84,520
836,41.6221985058698,91.79,390
837,19.957310565635005,88.08,187
838,46.31803628601921,89.4,434
839,58.3778014941302,92.98,547
840,54.32230522945571,91.55,509
841,54.64247598719317,92.94,512
842,54.215581643543224,93.94,508
843,58.27107790821771,93.26,546
844,32.55069370330843,89.25,305
845,29.028815368196373,91.07,272
846,32.87086446104589,91.81,308
847,54.4290288153682,93.51,510
848,23.799359658484526,75.84,223
849,24.759871931696907,38.56,232
850,56.136606189967985,91.07,526
851,57.52401280683031,91.15,539
852,52.40128068303095,90.6,491
853,28.8153681963714,87.47,270
854,55.92315901814301,91.96,524
855,50.69370330843116,93.34,475
856,31.803628601921023,74.53,298
857,41.30202774813234,92.93,387
858,32.97758804695838,90.63,309
859,39.91462113127001,89.36,374
860,38.52721451440768,90.35,361
861,56.136606189967985,91.94,526
862,57.097118463180365,93.12,535
863,29.77588046958378,89.92,279
864,45.99786552828175,93.27,431
865,51.33404482390608,92.44,481
866,50.48025613660619,91.98,473
867,38.52721451440768,90.96,361
868,59.338313767342584,90.43,556
869,52.50800426894344,92.22,492
